id_set;clauses;k_sat;n_var;num_clauses
619;[[4], [-1], [-2]];2;5;3
620;[[-2, 3], [-5, -3]];2;5;2
621;[[-4, -3], [3], [-2]];2;5;3
622;[[4, -5], [-5]];2;5;2
623;[[-4], [-3]];2;5;2
624;[[4, -3], [-3, -5], [-3, -1]];2;5;3
625;[[-4, 3], [-4, -3]];2;5;2
626;[[-5, -2], [-5]];2;5;2
627;[[-4], [-3], [-3, 1]];2;5;3
628;[[3], [-5], [-4]];2;5;3
629;[[-4], [3, -5], [-2, -1]];2;5;3
630;[[-5, 2], [-1, -4], [-4]];2;5;3
631;[[-4, -3], [2], [4]];2;5;3
632;[[-4], [1]];2;5;2
633;[[-4, 1], [1]];2;5;2
634;[[-3, -5], [1, 4]];2;5;2
635;[[3, 4], [-5, -3], [-2]];2;5;3
636;[[4], [2]];2;5;2
637;[[3, -2], [-4, 3], [-5]];2;5;3
638;[[2], [-3, -2], [-3]];2;5;3
639;[[-5], [-2]];2;5;2
640;[[4], [4, -3], [3]];2;5;3
641;[[-3], [-1], [1, -5]];2;5;3
642;[[1], [-4, -3], [2]];2;5;3
643;[[3], [-1]];2;5;2
644;[[3], [3, 4], [-5, 3]];2;5;3
645;[[2, 3], [1, -3], [-3, 2]];2;5;3
646;[[-1], [3, -5], [-1, -2]];2;5;3
647;[[-4, -3], [-5, -3]];2;5;2
648;[[4], [-3, -5]];2;5;2
649;[[2, -3], [-1], [2]];2;5;3
650;[[3, 2], [4, 3], [-1, -3]];2;5;3
651;[[4, -1], [-5]];2;5;2
652;[[-3], [1, -2]];2;5;2
653;[[4], [1]];2;5;2
654;[[-3, 1], [1], [-1, -3]];2;5;3
655;[[4], [-1, 3]];2;5;2
656;[[2], [2, 3]];2;5;2
657;[[2], [-5]];2;5;2
658;[[-1, -3], [4], [-1, 3]];2;5;3
659;[[2], [3, -4]];2;5;2
660;[[-5], [1, -5], [-1, -2]];2;5;3
661;[[-4, 1], [-4], [-3]];2;5;3
662;[[-5], [4, -3], [-1, -5]];2;5;3
663;[[-2], [-4, -2], [-5]];2;5;3
664;[[-2], [3], [-3, -1]];2;5;3
665;[[2], [-1], [4, -1]];2;5;3
666;[[2], [-1], [-5]];2;5;3
667;[[3, 2], [-3], [-2, -4]];2;5;3
668;[[-4, -5], [3, 1], [3]];2;5;3
669;[[-5, 2], [-3, -4], [1, 4]];2;5;3
670;[[1, -5], [-2, 3], [3]];2;5;3
671;[[-3], [2]];2;5;2
672;[[3, -1], [-2], [-3, 4]];2;5;3
673;[[4, 3], [-4, -2]];2;5;2
674;[[3], [-5, -1]];2;5;2
675;[[3], [-2, -1]];2;5;2
676;[[1, 3], [-5], [-1]];2;5;3
677;[[2, -4], [-3, 4]];2;5;2
678;[[-1], [-2, -5]];2;5;2
679;[[1], [-2], [1, -2]];2;5;3
680;[[-3], [-5]];2;5;2
681;[[-4], [-3, 1]];2;5;2
682;[[-3], [-4, -2], [-3, -4]];2;5;3
683;[[-4], [-1, 4]];2;5;2
684;[[3, -2], [-4, -2], [-4, 3]];2;5;3
685;[[4], [-4, -3], [2, 4]];2;5;3
686;[[1, -4], [-2]];2;5;2
687;[[1, 2], [2, 4]];2;5;2
688;[[-3, 4], [-2], [-3, 2]];2;5;3
689;[[-5, 2], [2], [1]];2;5;3
690;[[3], [-1]];2;5;2
691;[[-1], [-4], [2]];2;5;3
692;[[-1, -3], [3]];2;5;2
693;[[-5, 3], [1]];2;5;2
694;[[2, -4], [-2, 4], [1, -5]];2;5;3
695;[[-3, 1], [-5]];2;5;2
696;[[4], [2]];2;5;2
697;[[-3], [-2], [-5]];2;5;3
698;[[-2, 4], [4, -3], [-4]];2;5;3
699;[[-5], [1]];2;5;2
700;[[-2], [4], [3]];2;5;3
701;[[-1, 3], [-5, 2]];2;5;2
702;[[-1], [1, -4], [-2]];2;5;3
703;[[-1], [-3]];2;5;2
704;[[4, -1], [2], [3, -1]];2;5;3
705;[[-4], [1, -4], [-2, -1]];2;5;3
706;[[-4, -5], [2], [4, -1]];2;5;3
707;[[3], [-4]];2;5;2
708;[[-4], [2], [3]];2;5;3
709;[[-2, -5], [3], [2, 1]];2;5;3
710;[[4], [-1]];2;5;2
711;[[1, -5], [1, -4]];2;5;2
712;[[3], [-4, -2], [-4, 3]];2;5;3
713;[[-5, 2], [-2], [4]];2;5;3
714;[[-1], [4], [-4, -3]];2;5;3
715;[[-2, -1], [3], [-3, 1]];2;5;3
716;[[1, -2], [1]];2;5;2
717;[[1, 4], [-5, 2], [-1, -3]];2;5;3
718;[[1, -3], [4, 3], [-5]];2;5;3
719;[[2, -4], [-1]];2;5;2
720;[[-4], [2], [1]];2;5;3
721;[[2, 4], [2]];2;5;2
722;[[1], [2], [3, -4]];2;5;3
723;[[2, -5], [2, -4], [-1, 3]];2;5;3
724;[[-4], [1], [3, 2]];2;5;3
725;[[2], [-3]];2;5;2
726;[[4, -2], [2, -3]];2;5;2
727;[[-1], [2]];2;5;2
728;[[1, 4], [-2, 3]];2;5;2
729;[[-4, -2], [1, -4]];2;5;2
730;[[-1], [1, 4], [-3]];2;5;3
731;[[2], [-3], [4]];2;5;3
732;[[1], [1, -5], [4]];2;5;3
733;[[-5, -1], [1]];2;5;2
734;[[-4, -5], [-2, -4]];2;5;2
735;[[1, -4], [2]];2;5;2
736;[[-1, 3], [3, 2]];2;5;2
737;[[1], [4, -1]];2;5;2
738;[[1], [3], [4, -1]];2;5;3
739;[[-5, 1], [2, 4]];2;5;2
740;[[-3, 1], [-1]];2;5;2
741;[[-2], [-1, -5], [-3]];2;5;3
742;[[-5], [3, 2]];2;5;2
743;[[2], [-1]];2;5;2
744;[[1], [1, 3], [-2]];2;5;3
745;[[-5, -3], [1, 3]];2;5;2
746;[[-4, 3], [-4]];2;5;2
747;[[-1, 2], [-4, -3]];2;5;2
748;[[-1, 4], [3, -4]];2;5;2
749;[[-4], [-5], [-2]];2;5;3
750;[[4], [1, 3], [3, -4]];2;5;3
751;[[2, -4], [-3], [-1, -2]];2;5;3
752;[[-4], [1]];2;5;2
753;[[-1], [2]];2;5;2
754;[[-3, 2], [-4, -5], [-3]];2;5;3
755;[[-3], [4], [-2, -3]];2;5;3
756;[[2, 4], [-1, -3]];2;5;2
757;[[-4], [2, 4], [-1, -2]];2;5;3
758;[[2, 3], [-2, 1]];2;5;2
759;[[1, -3], [-2, 1], [-3, 4]];2;5;3
760;[[-1, 4], [-4, -2], [-3, -1]];2;5;3
761;[[2, -4], [3]];2;5;2
762;[[-2, -3], [4]];2;5;2
763;[[3], [-3, 4]];2;5;2
764;[[2, -1], [1, -2]];2;5;2
765;[[3], [4], [-2]];2;5;3
766;[[-1], [-4], [4, -3]];2;5;3
767;[[4, -2], [3, 2]];2;5;2
768;[[-3], [-3, 1]];2;5;2
769;[[-3, 2], [-4, -2], [-4]];2;5;3
770;[[4], [-1], [-3, -2]];2;5;3
771;[[-3], [2], [4]];2;5;3
772;[[3, -5], [4]];2;5;2
773;[[-1], [-1, 2], [3, 4]];2;5;3
774;[[-5], [2, -4], [1]];2;5;3
775;[[-1], [-4]];2;5;2
776;[[1, 4], [2, -4], [4]];2;5;3
777;[[-1], [-1, -5]];2;5;2
778;[[2], [3]];2;5;2
779;[[-2, -5], [-3]];2;5;2
780;[[-5, -4], [2]];2;5;2
781;[[-1], [-4], [3, -4]];2;5;3
782;[[-1, -2], [-3, -5], [-1, 3]];2;5;3
783;[[4, 3], [4, -2]];2;5;2
784;[[-3], [2]];2;5;2
785;[[-5], [-4, -5], [-2]];2;5;3
786;[[-5], [4], [-1, 4]];2;5;3
787;[[-4], [-2, 4], [-1, -5]];2;5;3
788;[[1, -4], [2]];2;5;2
789;[[-1, -5], [3], [3, -1]];2;5;3
790;[[-5, 3], [-1]];2;5;2
791;[[-1, 3], [3, 2], [-5]];2;5;3
792;[[-2, 1], [1]];2;5;2
793;[[4, 3], [-2, -4], [-4]];2;5;3
794;[[4], [1], [-3, -2]];2;5;3
795;[[4], [-4, 1]];2;5;2
796;[[-4], [-2, 1]];2;5;2
797;[[4, 1], [-1]];2;5;2
798;[[-2, -5], [2], [1, 2]];2;5;3
799;[[1], [4, 3], [-3]];2;5;3
800;[[-1, 2], [3], [-1, -2]];2;5;3
801;[[3, 4], [4, -1], [2, -1]];2;5;3
802;[[3], [-3, -2]];2;5;2
803;[[2], [-4, 2], [1, -5]];2;5;3
804;[[-4], [-5], [1]];2;5;3
805;[[4], [-4, 2]];2;5;2
806;[[3, 2], [-2]];2;5;2
807;[[-5], [-2], [1]];2;5;3
808;[[-3], [-2, 3]];2;5;2
809;[[-5, -4], [-2, -1], [-2, 3]];2;5;3
810;[[1, -5], [-2], [-3, -2]];2;5;3
811;[[-1, -4], [-5], [-4, 2]];2;5;3
812;[[-1], [2], [-1, -4]];2;5;3
813;[[3], [-1], [3, -1]];2;5;3
814;[[4], [-3, 2]];2;5;2
815;[[2], [-4, -3]];2;5;2
816;[[-2], [-3]];2;5;2
817;[[-1, 4], [-1], [-3, -2]];2;5;3
818;[[-1, 2], [-1, -4]];2;5;2
819;[[-3, 2], [1]];2;5;2
820;[[-5, -2], [-3], [-1]];2;5;3
821;[[2, -5], [2, 3], [-5]];2;5;3
822;[[-3, -2], [4], [-4, -3]];2;5;3
823;[[-3, -5], [-1, 3], [2, -1]];2;5;3
824;[[-2], [-1], [-3]];2;5;3
825;[[3, -5], [2, -3], [3]];2;5;3
826;[[-1], [-3, 1], [4]];2;5;3
827;[[-5, 4], [-3, -1], [2, -5]];2;5;3
828;[[-5], [-4, -2]];2;5;2
829;[[-5], [-3], [4]];2;5;3
830;[[3], [-1, 4]];2;5;2
831;[[1, -5], [-5, -1]];2;5;2
832;[[-5], [-3]];2;5;2
833;[[-1, 3], [1, -5]];2;5;2
834;[[-2, 1], [-5]];2;5;2
835;[[1], [-2, 1]];2;5;2
836;[[-1], [-4, -2], [4]];2;5;3
837;[[2, 1], [-1]];2;5;2
838;[[3], [2, 1], [1, 3]];2;5;3
839;[[-5, 4], [-2, 4], [2]];2;5;3
840;[[-3], [-1, 4], [-2, 4]];2;5;3
841;[[-5, -4], [4, 3]];2;5;2
842;[[-4], [-3, 2], [-3]];2;5;3
843;[[2, 4], [-4], [1, 4]];2;5;3
844;[[-4, -2], [-1]];2;5;2
845;[[-2, -5], [3]];2;5;2
846;[[-1], [-4, 1]];2;5;2
847;[[-5], [3], [2]];2;5;3
848;[[-2, -3], [-3], [1]];2;5;3
849;[[-3, 4], [-3]];2;5;2
850;[[-5, 1], [-4, -3]];2;5;2
851;[[-3], [-1, 2]];2;5;2
852;[[-3, 1], [-5, 2], [1]];2;5;3
853;[[4, -1], [3, 2]];2;5;2
854;[[-5], [-1]];2;5;2
855;[[3], [4]];2;5;2
856;[[-3, 2], [-1, 4]];2;5;2
857;[[-4, -1], [1]];2;5;2
858;[[-4], [1]];2;5;2
859;[[-1, 4], [-1], [-4, 3]];2;5;3
860;[[4, 1], [-1, -3], [-5, -1]];2;5;3
861;[[2, -1], [-3, 4], [4]];2;5;3
862;[[4, 3], [-1, -4]];2;5;2
863;[[-3, 4], [-3], [-4, 1]];2;5;3
864;[[3, 1], [2], [1]];2;5;3
865;[[-2], [-5]];2;5;2
866;[[3], [-4, 1], [-3, -4]];2;5;3
867;[[-2], [-4, 1]];2;5;2
868;[[1], [-5], [-4, -1]];2;5;3
869;[[3], [2], [-3, 2]];2;5;3
870;[[-1], [-5], [2]];2;5;3
871;[[4, 3], [-4], [2, -4]];2;5;3
872;[[-5, -2], [3, -2]];2;5;2
873;[[2, -5], [-5]];2;5;2
874;[[-2, -3], [-3], [1, 2]];2;5;3
875;[[-2, -4], [3, 1], [-1]];2;5;3
876;[[-1], [4, -3], [-4]];2;5;3
877;[[3, 4], [2, 4], [-5, 4]];2;5;3
878;[[-2], [4]];2;5;2
879;[[-2], [4, 3], [-3, 2]];2;5;3
880;[[3], [4]];2;5;2
881;[[-4], [-3, -2]];2;5;2
882;[[1, 4], [-2], [3, -4]];2;5;3
883;[[1], [3, 4], [-2]];2;5;3
884;[[3, 2], [2, 1], [-4, 2]];2;5;3
885;[[-1], [-5, -2], [-3, -4]];2;5;3
886;[[-1], [2], [-1, -4]];2;5;3
887;[[2], [-5], [3]];2;5;3
888;[[1, -5], [-5], [4]];2;5;3
889;[[-4], [-1], [-1, -3]];2;5;3
890;[[2, -3], [-4], [3, 2]];2;5;3
891;[[4], [3]];2;5;2
892;[[1], [-1, -3]];2;5;2
893;[[-1], [-2], [-5, -1]];2;5;3
894;[[1], [3, 1], [-2, 3]];2;5;3
895;[[-3, -5], [3], [-5, -2]];2;5;3
896;[[-5, -4], [-4], [2, -4]];2;5;3
897;[[4, 1], [3], [-4, -1]];2;5;3
898;[[4], [2], [-1, -4]];2;5;3
899;[[3], [-2]];2;5;2
900;[[-3], [4]];2;5;2
901;[[3], [-1, 4]];2;5;2
902;[[-2, 3], [-4, 2], [2]];2;5;3
903;[[4], [-2, -1]];2;5;2
904;[[1, 3], [3, -4]];2;5;2
905;[[-1, -4], [4], [-5, 1]];2;5;3
906;[[3, -1], [-1]];2;5;2
907;[[1], [-5, -2]];2;5;2
908;[[1], [2, -4]];2;5;2
909;[[-2, -3], [3]];2;5;2
910;[[2, -1], [-4, 3], [-1, -3]];2;5;3
911;[[-2, -1], [1, 4]];2;5;2
912;[[-3], [2, -3], [-1, 4]];2;5;3
913;[[-4, -5], [-5, -2], [-1, 3]];2;5;3
914;[[-2], [-3], [-2, 1]];2;5;3
915;[[-1], [-5]];2;5;2
916;[[-5, 1], [2]];2;5;2
917;[[2], [4, -2]];2;5;2
918;[[-3, -4], [1]];2;5;2
919;[[-1, -5], [2, -1]];2;5;2
920;[[4, -2], [-3, -2], [3]];2;5;3
921;[[-1, 3], [-3], [4]];2;5;3
922;[[4], [2, -5], [2, -3]];2;5;3
923;[[2, -4], [2]];2;5;2
924;[[-2, -4], [1]];2;5;2
925;[[-5], [2]];2;5;2
926;[[4], [4, -5]];2;5;2
927;[[-2], [1]];2;5;2
928;[[-1], [2, -1]];2;5;2
929;[[-1], [-5, 3], [4, -2]];2;5;3
930;[[4, -2], [1]];2;5;2
931;[[4], [-5]];2;5;2
932;[[4, 2], [4, -2]];2;5;2
933;[[-3], [2, -3], [1, -3]];2;5;3
934;[[3, -2], [-5, 2], [-1, 3]];2;5;3
935;[[-3], [4], [-5]];2;5;3
936;[[-4], [-2]];2;5;2
937;[[1, 2], [-2]];2;5;2
938;[[-3, 1], [2]];2;5;2
939;[[3], [-3, 2], [1]];2;5;3
940;[[-4, 2], [4, -2], [-4]];2;5;3
941;[[-4], [-3, -4], [-1, 3]];2;5;3
942;[[2], [4, -3], [2, 1]];2;5;3
943;[[3, -5], [4]];2;5;2
944;[[2], [-2, 1], [1, 3]];2;5;3
945;[[4, 3], [1], [3, -2]];2;5;3
946;[[-2, 4], [1, -5]];2;5;2
947;[[-4, 1], [-4, -5], [2]];2;5;3
948;[[-4], [1]];2;5;2
949;[[-4], [3, -2]];2;5;2
950;[[-4, -2], [-5, 1]];2;5;2
951;[[-3], [-4]];2;5;2
952;[[-5, 2], [-2, -5], [2]];2;5;3
953;[[-1, 2], [-1]];2;5;2
954;[[2], [-4]];2;5;2
955;[[4, 2], [-1, -5], [-3, 2]];2;5;3
956;[[1], [4], [2]];2;5;3
957;[[2], [3, -2]];2;5;2
958;[[-3], [1, -2]];2;5;2
959;[[-1, -4], [1, -5], [3, 4]];2;5;3
960;[[1], [3], [3, 1]];2;5;3
961;[[3, -2], [-4], [1, -3]];2;5;3
962;[[-2], [-3, -5], [-1, -2]];2;5;3
963;[[-3, 1], [-1]];2;5;2
964;[[-2, -5], [-4, -2], [2, -1]];2;5;3
965;[[-3], [-4, 3]];2;5;2
966;[[-4, -5], [3, -5]];2;5;2
967;[[-3], [-2], [-5, 4]];2;5;3
968;[[3, 1], [1], [-1, -5]];2;5;3
969;[[2, -5], [-3]];2;5;2
970;[[-4], [1]];2;5;2
971;[[-2, 4], [-1], [-5]];2;5;3
972;[[3, -2], [3]];2;5;2
973;[[-1], [-3]];2;5;2
974;[[-3], [-1]];2;5;2
975;[[-4, -2], [-1, -2]];2;5;2
976;[[-1, -5], [2], [4]];2;5;3
977;[[-2, -4], [1]];2;5;2
978;[[-2], [4, -1]];2;5;2
979;[[2, 4], [-1, 2]];2;5;2
980;[[-4], [3]];2;5;2
981;[[-1, -3], [-4, 3], [-4]];2;5;3
982;[[2, -3], [-4], [-2, 1]];2;5;3
983;[[-4], [-2, 1], [-3]];2;5;3
984;[[-4, -3], [-1]];2;5;2
985;[[4], [1, -5]];2;5;2
986;[[2], [1]];2;5;2
987;[[3], [2, -1], [-1, -5]];2;5;3
988;[[-2], [1, 3]];2;5;2
989;[[3, -4], [1], [-2, 3]];2;5;3
990;[[-4], [4, 3], [3, -5]];2;5;3
991;[[-4], [-1, -5], [-3]];2;5;3
992;[[4, -3], [3], [-2, -3]];2;5;3
993;[[-4, -2], [1], [-3, 2]];2;5;3
994;[[-2, -1], [-2]];2;5;2
995;[[3, 2], [-4, 3]];2;5;2
996;[[3], [-1]];2;5;2
997;[[2], [-5, 2]];2;5;2
998;[[4, -3], [-5], [-1, -3]];2;5;3
999;[[4, 2], [-1]];2;5;2
1000;[[3], [1, 4], [2, 1]];2;5;3
