id_set;clauses;k_sat;n_var;num_clauses
1732;[[-4], [-3, -4, 2], [-3, -5, 1]];3;5;3
1733;[[-3], [-2, -5]];3;5;2
1734;[[-2, -4], [4, -5]];3;5;2
1735;[[1, 3], [4], [4, 3, -2]];3;5;3
1736;[[-5, -3], [-5, -1, 3]];3;5;2
1737;[[3], [4, 3, 2], [-3, 2, 1]];3;5;3
1738;[[-4, -2, -1], [3, -4, 2]];3;5;2
1739;[[-4, 1], [3], [-3, 2]];3;5;3
1740;[[-3], [-4, -5, 1]];3;5;2
1741;[[-5, -4], [3, -2], [-1]];3;5;3
1742;[[-3, 2, 4], [-4, -2]];3;5;2
1743;[[1, 3], [4, 3]];3;5;2
1744;[[1, 3], [-4, 1], [1]];3;5;3
1745;[[-2, -1], [-5], [-2]];3;5;3
1746;[[2, 1], [-3, -5], [-4, 3, 1]];3;5;3
1747;[[3, -2, -4], [-3, 4], [1, 3, 2]];3;5;3
1748;[[1], [-5, -4, 1], [-4, -5]];3;5;3
1749;[[-1, 3], [-1, 2, -4], [-3, 4]];3;5;3
1750;[[2, -3], [3, 1, 4], [2]];3;5;3
1751;[[3], [4, -5, -3]];3;5;2
1752;[[-5], [-1]];3;5;2
1753;[[3], [4, 3]];3;5;2
1754;[[1], [1, 3]];3;5;2
1755;[[1, -3], [-5, -1, -2], [4]];3;5;3
1756;[[-3, -4], [-5], [4, -2, -3]];3;5;3
1757;[[4, -2], [-1]];3;5;2
1758;[[-1, 3], [2, -5], [-3]];3;5;3
1759;[[3], [-4], [-2, -3, 4]];3;5;3
1760;[[1, 4], [2, -5, -3], [-1]];3;5;3
1761;[[-4, 1, 3], [-4, 1], [-5, -2]];3;5;3
1762;[[1, -3], [-1, 2, 4]];3;5;2
1763;[[2, -5], [-4, -1]];3;5;2
1764;[[1], [-3, 1]];3;5;2
1765;[[1], [-3], [-2, 3, -4]];3;5;3
1766;[[4, 2, 3], [1, 2, 4], [-2]];3;5;3
1767;[[-3, -5, -2], [4, -5, -2], [3, 4]];3;5;3
1768;[[1, -5], [1, 3], [-2, -1]];3;5;3
1769;[[-5, 2, -4], [-2, -5]];3;5;2
1770;[[2, -1, 3], [-2, 3, -1], [-5, 3]];3;5;3
1771;[[-1], [-5, -1], [3, 2]];3;5;3
1772;[[3], [4], [3, -4, -2]];3;5;3
1773;[[-4, 3, 2], [-3, 2]];3;5;2
1774;[[3, 1], [2, 3, 1], [1, 3, 4]];3;5;3
1775;[[-5], [1, 3], [4, 3, 1]];3;5;3
1776;[[-5], [-3, -5, -4], [3]];3;5;3
1777;[[-2], [-4], [-5, -1, -2]];3;5;3
1778;[[-3, -2, -1], [1, 2, -5]];3;5;2
1779;[[-4], [2, -4, -1]];3;5;2
1780;[[2, 4], [3, 1, -2], [2, -3, -5]];3;5;3
1781;[[4], [-5, -2, 4], [1, -5]];3;5;3
1782;[[-2, 3], [-1, -3, -4], [2, -3]];3;5;3
1783;[[-2, -5], [1], [-5, -1]];3;5;3
1784;[[-4], [2, -4]];3;5;2
1785;[[-2, 4, 3], [-3, -5, -2]];3;5;2
1786;[[-5, -3, -4], [-5], [4]];3;5;3
1787;[[4, -5, -3], [-1, -5], [-4, -5, 2]];3;5;3
1788;[[2, 4, 1], [1, 2]];3;5;2
1789;[[3], [-3, -2]];3;5;2
1790;[[2], [-5, 4]];3;5;2
1791;[[2, -5, -1], [-5]];3;5;2
1792;[[4], [1, 3, 2]];3;5;2
1793;[[-1, 4], [-5, 4], [-5]];3;5;3
1794;[[-5, 2], [-3, -5, -2], [1]];3;5;3
1795;[[-3], [-4], [-4, 1]];3;5;3
1796;[[-4, -2], [4], [-5, -2]];3;5;3
1797;[[3, -5, 1], [-5], [2, 4, -5]];3;5;3
1798;[[1], [3, -2], [-5]];3;5;3
1799;[[-5, -1, -3], [3, 1, -4]];3;5;2
1800;[[2], [3, -1], [-4]];3;5;3
1801;[[-5], [2, 4, -1], [-2, -1]];3;5;3
1802;[[4, -3], [-2, -5, -4]];3;5;2
1803;[[1, -3, -2], [-5, -1, -4]];3;5;2
1804;[[-5, -3, 4], [-3, -2, -4], [-1]];3;5;3
1805;[[-3, -1], [3], [-1, 2, -4]];3;5;3
1806;[[-2, -5, -1], [2, -5, -3]];3;5;2
1807;[[-4, -3], [2, 3, 1], [3, 2]];3;5;3
1808;[[4, 2], [3], [3, -1]];3;5;3
1809;[[-2], [2, 3, -1]];3;5;2
1810;[[-4], [1, -4, 3], [-1, -4]];3;5;3
1811;[[-4], [3, 1, -4]];3;5;2
1812;[[3, -1], [2, -1], [4]];3;5;3
1813;[[-1, 2], [-4, -5]];3;5;2
1814;[[1, 4], [-3]];3;5;2
1815;[[1, 3], [-4]];3;5;2
1816;[[-1, -4], [-2, 1]];3;5;2
1817;[[-1], [1, -2], [3]];3;5;3
1818;[[-2, 4], [-3, 4], [4, 3, 1]];3;5;3
1819;[[2, -4], [1], [4]];3;5;3
1820;[[-4], [4, 2], [-3, -4, -2]];3;5;3
1821;[[-5, -1], [2, 3]];3;5;2
1822;[[3], [-3, -5]];3;5;2
1823;[[-5, -3], [-5], [1, -5]];3;5;3
1824;[[-5, -3, 1], [-2, -1, -4]];3;5;2
1825;[[3, 4], [2, 4]];3;5;2
1826;[[4], [-3, -1], [-5, -2, -1]];3;5;3
1827;[[-1], [-5], [-5, -4, 1]];3;5;3
1828;[[2, 4], [-4, -5, 2]];3;5;2
1829;[[-4, 3, 2], [3, 1, -5], [-4, -2, -3]];3;5;3
1830;[[1, -5, 3], [1, 3], [-3]];3;5;3
1831;[[1], [-1, -4, -3], [4, 1]];3;5;3
1832;[[-1, 2], [-1]];3;5;2
1833;[[-2, -3], [-5, 4, -3]];3;5;2
1834;[[-2], [-5]];3;5;2
1835;[[2, 3], [1], [-4]];3;5;3
1836;[[-4, 2, -3], [1, -5, 2], [-2]];3;5;3
1837;[[-1], [4, 3, 1], [-5, 2, -4]];3;5;3
1838;[[3], [3, -4], [-2]];3;5;3
1839;[[-1], [3, 2, 4], [-5]];3;5;3
1840;[[2, 4], [-4, -2, -1], [-3]];3;5;3
1841;[[-2], [2, -3, -4]];3;5;2
1842;[[2], [-4]];3;5;2
1843;[[-5], [-1]];3;5;2
1844;[[-1], [2, -1, -5], [-4, -3, 2]];3;5;3
1845;[[-2], [1]];3;5;2
1846;[[4, -1, 3], [3, 2, -1]];3;5;2
1847;[[3], [2, 1]];3;5;2
1848;[[1], [4, -2]];3;5;2
1849;[[-2, 4], [-2, -1, 3], [-2, -4]];3;5;3
1850;[[-1], [-4]];3;5;2
1851;[[2, -3], [-4, 2], [2, -4, -3]];3;5;3
1852;[[3], [-5, 2], [-2, 4]];3;5;3
1853;[[1], [4]];3;5;2
1854;[[-2], [-2, 4, -1], [-5]];3;5;3
1855;[[-3], [-4]];3;5;2
1856;[[1], [-1, -3, 4]];3;5;2
1857;[[-5], [3, 4]];3;5;2
1858;[[-5, -4], [2]];3;5;2
1859;[[-2], [-2, -4, -1], [1]];3;5;3
1860;[[-4, -2, -5], [-4, 1, -3], [3]];3;5;3
1861;[[-5, 1], [-4]];3;5;2
1862;[[-1, -5, -3], [-2, -3]];3;5;2
1863;[[-4, -5], [-2, 4, 3], [-2]];3;5;3
1864;[[2, -3, 1], [4, 3]];3;5;2
1865;[[-5], [-2, 4, -3]];3;5;2
1866;[[-5, -4, 2], [4, -5], [1]];3;5;3
1867;[[-4, -1], [3, 2], [-5, -1, -4]];3;5;3
1868;[[3, -4], [2], [-5, -2]];3;5;3
1869;[[-4, -5, 3], [-5]];3;5;2
1870;[[2], [-2, -1], [-4]];3;5;3
1871;[[-1], [4, -1, -3], [2]];3;5;3
1872;[[-4], [2]];3;5;2
1873;[[-1], [-3], [-1, 4]];3;5;3
1874;[[-5], [4, 3], [-3]];3;5;3
1875;[[-2, 3, -1], [3, 1], [4]];3;5;3
1876;[[-4, 2], [3], [2]];3;5;3
1877;[[-5], [-5, 2, 3]];3;5;2
1878;[[4, -5], [4], [-5, -4]];3;5;3
1879;[[-5, 2, 1], [-5, -4]];3;5;2
1880;[[2, -3, -1], [-1], [2, -4, -5]];3;5;3
1881;[[-1], [-2, -3, -4], [-2, 3, 4]];3;5;3
1882;[[-3, -1, -5], [4, -3]];3;5;2
1883;[[-5, 3], [4, 3], [-2, -4, 3]];3;5;3
1884;[[2], [-5, 2, 1], [-4, 1]];3;5;3
1885;[[3], [4]];3;5;2
1886;[[3], [1, -4], [-4]];3;5;3
1887;[[3, 4, -1], [-1, 4, 2], [-5]];3;5;3
1888;[[-4, -5], [4], [-3, 4, -1]];3;5;3
1889;[[3], [2, -5, -3], [4]];3;5;3
1890;[[-1, 2, -5], [-2, -5], [-2]];3;5;3
1891;[[-4, -2], [-2, 4, -3], [4]];3;5;3
1892;[[2], [-3]];3;5;2
1893;[[-5], [3], [-2]];3;5;3
1894;[[-3, -5, -1], [2]];3;5;2
1895;[[-5, -1], [-3, -1, -5]];3;5;2
1896;[[4, -1], [3, 1, -5], [4, 2, -1]];3;5;3
1897;[[1, 2], [2, 1, 4], [-2]];3;5;3
1898;[[-2, 4, -5], [-5, -1], [-2, -1, 3]];3;5;3
1899;[[-5, -1, -3], [-4, -3, 1]];3;5;2
1900;[[3, -2], [-1, 4]];3;5;2
1901;[[3, -1, -4], [3], [2]];3;5;3
1902;[[-2], [-3], [-4, 2, 1]];3;5;3
1903;[[-1], [-2, -4], [-5, 2]];3;5;3
1904;[[-5], [-1]];3;5;2
1905;[[4], [-5, 4, 2]];3;5;2
1906;[[1], [2, -3]];3;5;2
1907;[[1, 2, -5], [-4, 1, 3], [-1, 3, -2]];3;5;3
1908;[[3], [4]];3;5;2
1909;[[-3, 1, 2], [4, -1, 3]];3;5;2
1910;[[-2, 3], [3, -2]];3;5;2
1911;[[-2, -3], [4, -5, 2]];3;5;2
1912;[[-4, 1], [-1, 2, 4], [-4, -1, -3]];3;5;3
1913;[[-1, -4, -3], [-4, -2]];3;5;2
1914;[[-4], [-1], [-5]];3;5;3
1915;[[3, -5, 1], [-1]];3;5;2
1916;[[-5, 3, -2], [1, 4]];3;5;2
1917;[[4], [-3, -4]];3;5;2
1918;[[-5, 1, 4], [3, 2]];3;5;2
1919;[[-4, -3], [-5, -3, 1], [3, 4, -2]];3;5;3
1920;[[-3], [-2, 3, -5]];3;5;2
1921;[[-3], [3, -1, -5]];3;5;2
1922;[[2], [3], [-3, -5, -1]];3;5;3
1923;[[-5], [-5, 4, 3]];3;5;2
1924;[[-3], [-3, -4, 1]];3;5;2
1925;[[-4], [-2], [4, -1]];3;5;3
1926;[[-2], [1]];3;5;2
1927;[[-3], [-1, 2, -5], [4]];3;5;3
1928;[[-1, -2, -5], [1, -4]];3;5;2
1929;[[-5], [3, -2, -1], [2]];3;5;3
1930;[[4, -3, -2], [2, -1, -3], [-4]];3;5;3
1931;[[-5, 4], [-1], [4]];3;5;3
1932;[[-1], [-4, -1, 3]];3;5;2
1933;[[-3, 4, -1], [-4], [-2]];3;5;3
1934;[[-3], [1, -4]];3;5;2
1935;[[3, -2], [3, -5, 2], [1, -5]];3;5;3
1936;[[-4, -2, -5], [-2], [-5, -4]];3;5;3
1937;[[-1, 2], [3, -5, -1], [4]];3;5;3
1938;[[2, -3, 4], [-1, 2], [3, -5, -1]];3;5;3
1939;[[-4, 3], [-1, 3], [-3, 2, 4]];3;5;3
1940;[[4], [1, -4, -2], [-1]];3;5;3
1941;[[-3, 4], [-2, -1, -3]];3;5;2
1942;[[1], [2], [-4, 2, -1]];3;5;3
1943;[[3, 1], [-1]];3;5;2
1944;[[-3, 2, -4], [-1, -5, -4], [3, -4]];3;5;3
1945;[[-5, 1], [-2, 1, 4], [-5]];3;5;3
1946;[[-3, -4], [2, -1, 3], [2, -4, 3]];3;5;3
1947;[[1, 4, -5], [-2, 4, 1]];3;5;2
1948;[[-1, 2], [-2, -3, 4]];3;5;2
1949;[[-4, -2, 1], [-2, 1]];3;5;2
1950;[[3, -5, 1], [3, -2, 1], [1, 2, 4]];3;5;3
1951;[[-1, -2, 3], [-4], [-2, -3, -5]];3;5;3
1952;[[-5], [-4, -1], [1, -3]];3;5;3
1953;[[2], [3]];3;5;2
1954;[[-2, 4, -1], [2, -4], [2, 3]];3;5;3
1955;[[3, -1, -2], [4]];3;5;2
1956;[[3, -1, -2], [-1], [1, 2]];3;5;3
1957;[[-1], [-2, -3, -4], [-1, 3, -5]];3;5;3
1958;[[3, -5, -1], [-4, -5], [-2, -5, -4]];3;5;3
1959;[[4], [4, 2]];3;5;2
1960;[[1, 3], [-1, -3]];3;5;2
1961;[[-1, 2], [3]];3;5;2
1962;[[-3, 1], [-4], [-5, 2, -1]];3;5;3
1963;[[1], [-4], [-2, -3, 1]];3;5;3
1964;[[-4], [-1, 3], [-2, -5, 1]];3;5;3
1965;[[3, -1, -2], [4, 3], [-5, -3]];3;5;3
1966;[[-4, 3], [3], [4]];3;5;3
1967;[[-5, -4], [-5]];3;5;2
1968;[[2, -4, 3], [-2]];3;5;2
1969;[[-2, -5], [-5, -3], [-2]];3;5;3
1970;[[4, 3], [-1, -3]];3;5;2
1971;[[-2], [-4]];3;5;2
1972;[[-5], [-5, -4], [1, -5]];3;5;3
1973;[[-2, -5], [-3, 4, 1]];3;5;2
1974;[[-2, -3, -5], [3]];3;5;2
1975;[[-3], [1, 4], [2]];3;5;3
1976;[[2], [4, 1, -2], [4, -3]];3;5;3
1977;[[-2, 3, -5], [-4, -3, -1]];3;5;2
1978;[[3, 1, 4], [4], [-2]];3;5;3
1979;[[-3], [1, 2, -5]];3;5;2
1980;[[-2, 4], [-1, -4], [-2, 1, -3]];3;5;3
1981;[[-4], [-3, -2, 1], [-1, 4]];3;5;3
1982;[[-3, -5, -1], [-4]];3;5;2
1983;[[-5], [-2, -1], [-1, -4]];3;5;3
1984;[[-1], [3], [-1, -4]];3;5;3
1985;[[-5, -3, 1], [1]];3;5;2
1986;[[-1, 2, 4], [-2, -4], [2]];3;5;3
1987;[[-4, -1, -5], [3, -1, -2]];3;5;2
1988;[[-5, 4, -2], [-1]];3;5;2
1989;[[-2, -1, -4], [-5]];3;5;2
1990;[[-5], [-5, 2, -1]];3;5;2
1991;[[4, 3, -2], [-3], [-5]];3;5;3
1992;[[-4, -2, -5], [-4, 2], [4, -5, -3]];3;5;3
1993;[[3], [4, 1]];3;5;2
1994;[[-1], [2, -4], [4, -1, -2]];3;5;3
1995;[[-5], [4, -1, -5]];3;5;2
1996;[[-1, -5, -4], [-4, -1, 2], [-1, 4, -2]];3;5;3
1997;[[-5], [2, -1]];3;5;2
1998;[[2], [-2, 3], [1]];3;5;3
1999;[[4, 2], [4, -3, -2]];3;5;2
2000;[[3, -1], [-2, 1, 3]];3;5;2
2001;[[-1, 3], [-4, 3], [-2]];3;5;3
2002;[[-1], [-2, -5], [2, 4]];3;5;3
2003;[[-4, -1], [-3, -1, 4]];3;5;2
2004;[[4, -2, -1], [-1], [-4]];3;5;3
2005;[[-1, -2], [1]];3;5;2
2006;[[1, 2, -3], [-3], [1]];3;5;3
2007;[[-1], [-3]];3;5;2
2008;[[-4, -1], [-2]];3;5;2
2009;[[-5], [2, -1]];3;5;2
2010;[[-5, -2, -4], [-4, -1, 2], [-4]];3;5;3
2011;[[1], [-2, -3, -1]];3;5;2
2012;[[-4], [4, -1]];3;5;2
2013;[[-5, -4], [-2, -3]];3;5;2
2014;[[4], [4, -1], [-5, -2, -1]];3;5;3
2015;[[-2, 4], [-3, 1, 4], [2, -4]];3;5;3
2016;[[1], [4, -5, -2], [-1, -5]];3;5;3
2017;[[2, -3], [2], [-4]];3;5;3
2018;[[-5, -3, -1], [-4], [-5, -3, -4]];3;5;3
2019;[[3, -1], [-5, -1, 3]];3;5;2
2020;[[-1, -5], [-1, -4], [-4, 3]];3;5;3
2021;[[-2, -1], [-1]];3;5;2
2022;[[2, -4], [4, 3, -2]];3;5;2
2023;[[-2], [-4], [-2, -3]];3;5;3
2024;[[4], [4, -1, -2]];3;5;2
2025;[[-2], [-5, 1], [1, -5]];3;5;3
2026;[[4], [-2]];3;5;2
2027;[[-3], [-4, -1]];3;5;2
2028;[[-4, -5, -3], [2, -4, -5], [-4]];3;5;3
2029;[[2], [2, -3, -4], [2, 4, -3]];3;5;3
2030;[[4], [2]];3;5;2
2031;[[3, 1], [-5]];3;5;2
2032;[[3], [-3, 1, -2], [-1, 3, 2]];3;5;3
2033;[[3], [3, -1]];3;5;2
2034;[[-3], [-5], [2, 4]];3;5;3
2035;[[-1, 3, 2], [-2, -5], [2]];3;5;3
2036;[[-2, -1, 3], [4], [-5]];3;5;3
2037;[[-4, 3], [1, -5]];3;5;2
2038;[[-2], [3, 2, 1], [1]];3;5;3
2039;[[-3, -4], [-4], [4, 2]];3;5;3
2040;[[-1, -5], [4, 3], [-4, 1, 3]];3;5;3
2041;[[-1, -4], [-5, -4]];3;5;2
2042;[[-3], [-3, -5, 2], [-3, -4, -1]];3;5;3
2043;[[3, 4, -2], [-4], [-2, 1, -5]];3;5;3
2044;[[-2], [-5], [-5, 3, -2]];3;5;3
2045;[[2], [-5]];3;5;2
2046;[[1], [2, -1]];3;5;2
2047;[[-1, -4], [-2], [-2, -3, 4]];3;5;3
2048;[[1, -4, -5], [1]];3;5;2
2049;[[-2, -3, 1], [-2, -1, 4], [-5, 4, -1]];3;5;3
2050;[[3], [2, -5, 4], [-2]];3;5;3
2051;[[-2], [4, -3], [-5]];3;5;3
2052;[[-1, -5], [-4, 3], [-1, 2]];3;5;3
2053;[[4], [-4, 2, -1]];3;5;2
2054;[[-3, 1], [3, -2, -4]];3;5;2
2055;[[2, -5, -1], [1, -4], [3, -2, -5]];3;5;3
2056;[[-3, 1, -4], [-5, -1], [-4, 1]];3;5;3
2057;[[-5, 2], [-3, 2]];3;5;2
2058;[[-2, 1, -3], [4, -5, 3], [-3]];3;5;3
2059;[[-1, -2], [-3], [-5, -1, 4]];3;5;3
2060;[[4, -1, -5], [-4], [-3, 1, -4]];3;5;3
2061;[[-1, -5], [-1, 4], [-2, -5, -4]];3;5;3
2062;[[1], [4, -2, -5]];3;5;2
2063;[[-4], [3]];3;5;2
2064;[[2, -4, -5], [-3, -4], [-1, 4]];3;5;3
2065;[[4], [-3, 4], [3]];3;5;3
2066;[[1, -5, -2], [-4]];3;5;2
2067;[[-4, -2], [3, 4, 2], [2, -5, 1]];3;5;3
2068;[[-1], [-2]];3;5;2
2069;[[-4, -2, -5], [2, -5, 1]];3;5;2
2070;[[2, 1], [-5, 1], [-1, -5]];3;5;3
2071;[[3], [-1], [1, -4, -3]];3;5;3
2072;[[-3, -4], [3, -4], [3]];3;5;3
2073;[[-2, -3, 1], [2, 3]];3;5;2
2074;[[-4, 2], [-3, -1, -5], [-5, 1, 2]];3;5;3
2075;[[-5, -3], [-1, 2, -5]];3;5;2
2076;[[-4], [-3], [-1, -5]];3;5;3
2077;[[-5], [-3, 1, 2]];3;5;2
2078;[[-3], [3, -2, -1]];3;5;2
2079;[[3, -4, -2], [2], [-5, -2, -4]];3;5;3
2080;[[3, 1, 2], [-3, 4, -2], [4]];3;5;3
2081;[[-1, 4, -2], [-5]];3;5;2
2082;[[1, -5], [2, -5]];3;5;2
2083;[[2, 1], [3]];3;5;2
2084;[[2, 4], [-4]];3;5;2
2085;[[-3, -2], [-1, -4]];3;5;2
2086;[[3], [1, 4, -5], [1, -5]];3;5;3
2087;[[-1, -3], [-4, 1]];3;5;2
2088;[[3, -4, -5], [-3]];3;5;2
2089;[[-4], [-2, -5]];3;5;2
2090;[[2], [4, 2, 1]];3;5;2
2091;[[-1, -3], [4, 3], [-3]];3;5;3
2092;[[1], [4, 1]];3;5;2
2093;[[-5, -2, 3], [-3], [-5, 2, -3]];3;5;3
2094;[[-1, 2], [4, 3, -5]];3;5;2
2095;[[1], [-2]];3;5;2
2096;[[3, 1], [4, -2], [-4]];3;5;3
2097;[[-4], [-5, -2]];3;5;2
2098;[[3, -5], [-1], [-1, 2]];3;5;3
2099;[[-4, -2], [-4, -5], [-1, -4, -3]];3;5;3
2100;[[-2], [-2, -3, 1]];3;5;2
2101;[[4, 2, -1], [-2, -5, -3], [-3]];3;5;3
2102;[[3], [-4, -5], [-2, -1]];3;5;3
2103;[[2, -4, -3], [-1, -3], [-3, 2, 4]];3;5;3
2104;[[-1, 3], [-5, -2], [-1, 3, 2]];3;5;3
2105;[[-1, 3, -5], [2]];3;5;2
2106;[[-3, -4], [-3, -2], [4, -3, -5]];3;5;3
2107;[[-2, -3, 1], [2]];3;5;2
2108;[[-2, -3, 4], [2], [2, 3, 4]];3;5;3
2109;[[3, 1, -2], [-4, -1, 3], [-2, -3]];3;5;3
2110;[[-3], [-1, 2], [-3, -1, 2]];3;5;3
2111;[[4, 3, -2], [-2, -4]];3;5;2
2112;[[-1], [3, 1], [-4]];3;5;3
2113;[[1, 4, 2], [-2]];3;5;2
2114;[[3, -2, -4], [-5], [3, -4, -5]];3;5;3
2115;[[1, -2, 4], [1, 2]];3;5;2
2116;[[2, -4], [-1, -3, 2], [-2, -3]];3;5;3
2117;[[1, -3, -5], [2]];3;5;2
2118;[[4, -1, -2], [-5, 2]];3;5;2
2119;[[-4, -2], [-2, 1], [-3, -1]];3;5;3
2120;[[2, -3], [-1]];3;5;2
2121;[[2, 4], [4, -1, 3], [-2, 4, -5]];3;5;3
2122;[[1, -4, 2], [3, -1]];3;5;2
2123;[[2, -5, -1], [4]];3;5;2
2124;[[-2, -3, -1], [2, -3, 1], [4, -2]];3;5;3
2125;[[-2], [3, -5, -1]];3;5;2
2126;[[4, -2], [-5, -3, 4]];3;5;2
2127;[[-5, 4, -3], [1, -2], [-3, -5, 1]];3;5;3
2128;[[-3, -2], [3], [-1, -5, -4]];3;5;3
2129;[[-2, -1, 3], [-4, 1]];3;5;2
2130;[[-5, -1], [2, 1], [-3, 1]];3;5;3
2131;[[-5, 3], [2]];3;5;2
2132;[[-3], [-5, 1]];3;5;2
2133;[[3], [4, -2]];3;5;2
2134;[[1], [-5, 3]];3;5;2
2135;[[-4, -2, 1], [3], [-3, 1, -2]];3;5;3
2136;[[4, 2], [4], [2]];3;5;3
2137;[[-5, 3, 4], [-5]];3;5;2
2138;[[-1, -3, -4], [-5, -1]];3;5;2
2139;[[1, -4, -3], [-1]];3;5;2
2140;[[3, 2], [4, -5], [-3, -2]];3;5;3
2141;[[-1, 2, 4], [-5, 2, 3]];3;5;2
2142;[[-4, 2, 3], [3], [1]];3;5;3
2143;[[4], [-4, -5], [-1, -2, -3]];3;5;3
2144;[[-4, 3, 1], [-1], [3]];3;5;3
2145;[[-1, -4], [3]];3;5;2
2146;[[3, -5, -4], [-3, -4], [1, -5]];3;5;3
2147;[[1], [-2, -1, -3], [-4, 2, 3]];3;5;3
2148;[[2], [2, -5]];3;5;2
2149;[[4, -2], [1, -2], [2, 3, 4]];3;5;3
2150;[[2, -1], [2, -1, 3], [-3]];3;5;3
2151;[[-1, -4, -2], [-1, 3]];3;5;2
2152;[[3], [-4, 3]];3;5;2
2153;[[-2, -4], [-3, -5, 2]];3;5;2
2154;[[-4, 2, -5], [-1], [-4, -3]];3;5;3
2155;[[2, -4], [4, 2]];3;5;2
2156;[[-2, -5], [3, 2, 4]];3;5;2
2157;[[1, 4, -3], [1], [-3, 2, 1]];3;5;3
2158;[[2], [3]];3;5;2
2159;[[2, -5], [-4], [-3, -4, 1]];3;5;3
2160;[[4, -1], [-3, -5], [-3, -2, -4]];3;5;3
2161;[[-5, 2], [1, -3, -2], [-2]];3;5;3
2162;[[-2], [-3, -1], [4, 2, -5]];3;5;3
2163;[[3, 2, -1], [3, -2, -4], [3, -1]];3;5;3
2164;[[4, -3, -1], [-5, 2]];3;5;2
2165;[[4], [3]];3;5;2
2166;[[4, -1, -3], [-4, 3, 1], [-4, 2, -1]];3;5;3
2167;[[-2, 4, -1], [1, 3, 4], [3, -1]];3;5;3
2168;[[3, 2, 4], [-1, -3]];3;5;2
2169;[[-2, -5], [3]];3;5;2
2170;[[-5], [4, -2]];3;5;2
2171;[[4], [-1]];3;5;2
2172;[[3, 2], [1, 4], [3, -4, -2]];3;5;3
2173;[[3], [2], [2, 3, -1]];3;5;3
2174;[[-3, -1, 4], [-4], [-5]];3;5;3
2175;[[1, -3, -5], [-3, -4, 1], [4, 1]];3;5;3
2176;[[-2], [3, -4, 2]];3;5;2
2177;[[-1, -3], [3]];3;5;2
2178;[[2, -5, -4], [-3, 4]];3;5;2
2179;[[-3], [-2]];3;5;2
2180;[[-1, 3, 4], [1, -4, 2], [-4]];3;5;3
2181;[[2], [1]];3;5;2
2182;[[-1], [-3]];3;5;2
2183;[[-2, -1], [3]];3;5;2
2184;[[2, 1], [-1, 2, -3]];3;5;2
2185;[[1], [-5, -3, -2]];3;5;2
2186;[[-4], [4, 2], [-5, -2, 4]];3;5;3
2187;[[3], [-5, -2, 4], [-4, -5, 3]];3;5;3
2188;[[4, -2], [-2]];3;5;2
2189;[[-5, -4, -1], [-1, 3, 2], [-1, -5, 2]];3;5;3
2190;[[-1, 4], [-1, 2, -4], [3, -5, -2]];3;5;3
2191;[[4], [4, 1], [3]];3;5;3
2192;[[-2, -4], [1]];3;5;2
2193;[[4, 3, 1], [-5], [1, -2, 4]];3;5;3
2194;[[2, -4, -3], [4, 3]];3;5;2
2195;[[3], [-3, 2]];3;5;2
2196;[[3], [4, -2, 3], [1]];3;5;3
2197;[[4, -2, -5], [-2]];3;5;2
2198;[[-3, 4, -5], [-3, -4, -5], [-5, 2]];3;5;3
2199;[[2, -1, -4], [3], [3, -5, 1]];3;5;3
2200;[[-1, 2, 3], [-1, -5], [-2, 4]];3;5;3
2201;[[-5], [3]];3;5;2
2202;[[-2, -4, -3], [3], [-2, 1]];3;5;3
2203;[[-5], [4, -1]];3;5;2
2204;[[4, 1, -3], [1, 3, -2]];3;5;2
2205;[[-1, 4], [3, 2, -1]];3;5;2
2206;[[-5], [-5, -2], [4, 1]];3;5;3
2207;[[3], [-3, -1, 4]];3;5;2
2208;[[-4, 3, 2], [-3, -4, -1]];3;5;2
2209;[[4, 1], [-3, -1, 4]];3;5;2
2210;[[-5, 3, -4], [-1, 4, 2]];3;5;2
2211;[[3, -1, 2], [-3], [-2, 3]];3;5;3
2212;[[-5], [-2]];3;5;2
2213;[[4, -5], [-4, -2], [-1, -2, -5]];3;5;3
2214;[[-1, -5], [-5]];3;5;2
2215;[[-4, -2, 1], [1, -4, -5], [4, 2]];3;5;3
2216;[[-2, 4, -1], [-5, -4, 1], [-3, -4]];3;5;3
2217;[[2, 4], [-1, 2]];3;5;2
2218;[[-5], [-1], [-3, -2, -1]];3;5;3
2219;[[2], [-5, 4], [1, 2, 3]];3;5;3
2220;[[-2], [-5]];3;5;2
2221;[[2, -4], [-5, 2]];3;5;2
2222;[[4, 1, 3], [2, -4]];3;5;2
2223;[[-2, -3, 4], [4, -5, -1]];3;5;2
2224;[[4], [1, 3]];3;5;2
2225;[[-2], [-2, 3, -4]];3;5;2
2226;[[-5, 2, 1], [-2]];3;5;2
2227;[[-2, -3, -5], [4, -5]];3;5;2
2228;[[1, -4], [-5, -2, -4], [3, 4, 1]];3;5;3
2229;[[-3, -4, -5], [2, -5], [3]];3;5;3
2230;[[3, 2], [2], [-4, 3]];3;5;3
2231;[[4, -3], [1, 2]];3;5;2
2232;[[-2, 1, -5], [2]];3;5;2
2233;[[-4, 2], [1]];3;5;2
2234;[[4, 1], [3]];3;5;2
2235;[[4, -1, -5], [3]];3;5;2
2236;[[-4, -5, 3], [-1, 4, 2], [-1, -4, 3]];3;5;3
2237;[[-2, -5, -3], [-5, -3], [1]];3;5;3
2238;[[-5, -4, -1], [1, -4, -3], [-3, 4, 2]];3;5;3
