id;id_set;clauses;entailments;is_entail;is_contradict;k_sat;n_var;num_clauses
2490;125;[[2], [1, 4]];[-2, 1, -5];0;0;3;5;2
2491;125;[[2], [1, 4]];[-4, -1];0;1;3;5;2
2492;125;[[2], [1, 4]];[3, 4];1;0;3;5;2
2493;125;[[2], [1, 4]];[-3, 1, -4];0;1;3;5;2
2494;125;[[2], [1, 4]];[-3, -4, 1];0;1;3;5;2
2495;125;[[2], [1, 4]];[-5, -2, -1];0;1;3;5;2
2496;125;[[2], [1, 4]];[-2, 3, -5];0;0;3;5;2
2497;125;[[2], [1, 4]];[-3, 4, 2];1;0;3;5;2
2498;125;[[2], [1, 4]];[-3, -5, -4];0;1;3;5;2
2499;125;[[2], [1, 4]];[-4, -3, -2];0;1;3;5;2
2500;125;[[2], [1, 4]];[1, 4, -2];1;0;3;5;2
2501;126;[[4, -2, -3], [-1, -3, 2]];[-2, -5];0;0;3;5;2
2502;126;[[4, -2, -3], [-1, -3, 2]];[-5, 1, 4];0;0;3;5;2
2503;126;[[4, -2, -3], [-1, -3, 2]];[-3, -5, 2];1;0;3;5;2
2504;126;[[4, -2, -3], [-1, -3, 2]];[-2, 4];0;0;3;5;2
2505;126;[[4, -2, -3], [-1, -3, 2]];[-3, 4, 2];1;0;3;5;2
2506;126;[[4, -2, -3], [-1, -3, 2]];[4, -5];0;0;3;5;2
2507;126;[[4, -2, -3], [-1, -3, 2]];[2, -1, 4];0;1;3;5;2
2508;126;[[4, -2, -3], [-1, -3, 2]];[3, -1, -4];0;1;3;5;2
2509;126;[[4, -2, -3], [-1, -3, 2]];[-1, -2];0;1;3;5;2
2510;126;[[4, -2, -3], [-1, -3, 2]];[4, 3];0;0;3;5;2
2511;126;[[4, -2, -3], [-1, -3, 2]];[4, -1];0;1;3;5;2
2512;126;[[4, -2, -3], [-1, -3, 2]];[-4, -2];0;1;3;5;2
2513;126;[[4, -2, -3], [-1, -3, 2]];[2, -5];0;1;3;5;2
2514;126;[[4, -2, -3], [-1, -3, 2]];[-5, -3, -4];1;0;3;5;2
2515;126;[[4, -2, -3], [-1, -3, 2]];[-1, 2];0;1;3;5;2
2516;126;[[4, -2, -3], [-1, -3, 2]];[-3, 4];1;0;3;5;2
2517;126;[[4, -2, -3], [-1, -3, 2]];[-5, 4];0;0;3;5;2
2518;126;[[4, -2, -3], [-1, -3, 2]];[-5, 3];0;0;3;5;2
2519;126;[[4, -2, -3], [-1, -3, 2]];[3, -1, 4];0;1;3;5;2
2520;126;[[4, -2, -3], [-1, -3, 2]];[-5, -3];1;0;3;5;2
2521;127;[[3, -2, -5], [4, 2]];[-3, -4, 1];0;0;3;5;2
2522;127;[[3, -2, -5], [4, 2]];[-4, 1];0;0;3;5;2
2523;127;[[3, -2, -5], [4, 2]];[2, -5];0;0;3;5;2
2524;127;[[3, -2, -5], [4, 2]];[-1, 4];1;0;3;5;2
2525;127;[[3, -2, -5], [4, 2]];[4, 1];1;0;3;5;2
2526;127;[[3, -2, -5], [4, 2]];[4, -2, -5];1;0;3;5;2
2527;127;[[3, -2, -5], [4, 2]];[-5, -4];0;0;3;5;2
2528;127;[[3, -2, -5], [4, 2]];[-4, 1, -5];0;0;3;5;2
2529;127;[[3, -2, -5], [4, 2]];[-3, -1];0;1;3;5;2
2530;127;[[3, -2, -5], [4, 2]];[-4, -1];0;1;3;5;2
2531;127;[[3, -2, -5], [4, 2]];[-5, -3, -1];0;1;3;5;2
2532;127;[[3, -2, -5], [4, 2]];[-2, -4];0;1;3;5;2
2533;127;[[3, -2, -5], [4, 2]];[-1, -2, 3];0;1;3;5;2
2534;127;[[3, -2, -5], [4, 2]];[4, 1, 2];1;0;3;5;2
2535;127;[[3, -2, -5], [4, 2]];[2, -1];0;1;3;5;2
2536;127;[[3, -2, -5], [4, 2]];[-1, -3];0;1;3;5;2
2537;127;[[3, -2, -5], [4, 2]];[-5, 2];0;0;3;5;2
2538;127;[[3, -2, -5], [4, 2]];[-3, 1];0;0;3;5;2
2539;127;[[3, -2, -5], [4, 2]];[-4, -5];0;0;3;5;2
2540;127;[[3, -2, -5], [4, 2]];[-5, 3, -2];0;1;3;5;2
2541;128;[[1, 4], [-4, -1], [-4]];[1, -2];1;0;3;5;3
2542;128;[[1, 4], [-4, -1], [-4]];[-3, -5];0;0;3;5;3
2543;128;[[1, 4], [-4, -1], [-4]];[-2, -4, -1];1;0;3;5;3
2544;128;[[1, 4], [-4, -1], [-4]];[1, -4, -3];1;0;3;5;3
2545;128;[[1, 4], [-4, -1], [-4]];[1, -2, -3];1;0;3;5;3
2546;128;[[1, 4], [-4, -1], [-4]];[-3, 4];0;0;3;5;3
2547;128;[[1, 4], [-4, -1], [-4]];[-1, -3, -2];0;0;3;5;3
2548;128;[[1, 4], [-4, -1], [-4]];[2, 1, 4];1;0;3;5;3
2549;128;[[1, 4], [-4, -1], [-4]];[2, -3, -1];0;1;3;5;3
2550;128;[[1, 4], [-4, -1], [-4]];[-3, -5, -1];0;0;3;5;3
2551;128;[[1, 4], [-4, -1], [-4]];[-5, 4, -1];0;0;3;5;3
2552;128;[[1, 4], [-4, -1], [-4]];[1, 3, 2];1;0;3;5;3
2553;128;[[1, 4], [-4, -1], [-4]];[-4, -5, -1];1;0;3;5;3
2554;128;[[1, 4], [-4, -1], [-4]];[-5, 2, -4];1;0;3;5;3
2555;128;[[1, 4], [-4, -1], [-4]];[-1, -5];0;0;3;5;3
2556;128;[[1, 4], [-4, -1], [-4]];[-1, -4, -3];1;0;3;5;3
2557;128;[[1, 4], [-4, -1], [-4]];[3, -2, -4];1;0;3;5;3
2558;128;[[1, 4], [-4, -1], [-4]];[-3, -4];1;0;3;5;3
2559;128;[[1, 4], [-4, -1], [-4]];[3, 1];1;0;3;5;3
2560;128;[[1, 4], [-4, -1], [-4]];[-4, -1, -3];1;0;3;5;3
2561;129;[[-4, -2, -1], [4, 3, 2]];[-1, 4, -2];0;0;3;5;2
2562;129;[[-4, -2, -1], [4, 3, 2]];[-1, 2, 4];1;0;3;5;2
2563;129;[[-4, -2, -1], [4, 3, 2]];[-5, 2];1;0;3;5;2
2564;129;[[-4, -2, -1], [4, 3, 2]];[-5, -4];1;0;3;5;2
2565;129;[[-4, -2, -1], [4, 3, 2]];[1, 3];0;1;3;5;2
2566;129;[[-4, -2, -1], [4, 3, 2]];[-2, -1];0;0;3;5;2
2567;129;[[-4, -2, -1], [4, 3, 2]];[2, -5];1;0;3;5;2
2568;129;[[-4, -2, -1], [4, 3, 2]];[-4, -2, 1];1;0;3;5;2
2569;129;[[-4, -2, -1], [4, 3, 2]];[4, -5];0;0;3;5;2
2570;129;[[-4, -2, -1], [4, 3, 2]];[2, -1];1;0;3;5;2
2571;129;[[-4, -2, -1], [4, 3, 2]];[1, -3];0;1;3;5;2
2572;129;[[-4, -2, -1], [4, 3, 2]];[2, 4];1;0;3;5;2
2573;129;[[-4, -2, -1], [4, 3, 2]];[1, -5, -4];1;0;3;5;2
2574;129;[[-4, -2, -1], [4, 3, 2]];[-5, -2, 3];0;0;3;5;2
2575;129;[[-4, -2, -1], [4, 3, 2]];[2, -4];1;0;3;5;2
2576;129;[[-4, -2, -1], [4, 3, 2]];[-5, 2, 3];1;0;3;5;2
2577;129;[[-4, -2, -1], [4, 3, 2]];[4, -5, -1];0;0;3;5;2
2578;129;[[-4, -2, -1], [4, 3, 2]];[2, -4, 1];1;0;3;5;2
2579;129;[[-4, -2, -1], [4, 3, 2]];[4, 2];1;0;3;5;2
2580;129;[[-4, -2, -1], [4, 3, 2]];[-2, -5, -4];1;0;3;5;2
2581;130;[[3, -4, 2], [-4, -1]];[-4, 1];1;0;3;5;2
2582;130;[[3, -4, 2], [-4, -1]];[2, 3, -4];1;0;3;5;2
2583;130;[[3, -4, 2], [-4, -1]];[-4, -5, -1];1;0;3;5;2
2584;130;[[3, -4, 2], [-4, -1]];[-4, -3];1;0;3;5;2
2585;130;[[3, -4, 2], [-4, -1]];[-5, -3, -4];1;0;3;5;2
2586;130;[[3, -4, 2], [-4, -1]];[-5, -1, 2];0;0;3;5;2
2587;130;[[3, -4, 2], [-4, -1]];[3, -4, -5];1;0;3;5;2
2588;130;[[3, -4, 2], [-4, -1]];[-5, -1, -3];0;0;3;5;2
2589;130;[[3, -4, 2], [-4, -1]];[-3, -2, -4];1;0;3;5;2
2590;130;[[3, -4, 2], [-4, -1]];[-5, -1];0;0;3;5;2
2591;130;[[3, -4, 2], [-4, -1]];[-5, 1, -2];0;1;3;5;2
2592;130;[[3, -4, 2], [-4, -1]];[-1, 2];0;0;3;5;2
2593;130;[[3, -4, 2], [-4, -1]];[4, 2];0;0;3;5;2
2594;130;[[3, -4, 2], [-4, -1]];[-2, -4];1;0;3;5;2
2595;130;[[3, -4, 2], [-4, -1]];[1, -2];0;1;3;5;2
2596;130;[[3, -4, 2], [-4, -1]];[-1, -4, -2];1;0;3;5;2
2597;130;[[3, -4, 2], [-4, -1]];[1, 4];0;1;3;5;2
2598;130;[[3, -4, 2], [-4, -1]];[3, 1];0;1;3;5;2
2599;130;[[3, -4, 2], [-4, -1]];[4, -5];0;0;3;5;2
2600;130;[[3, -4, 2], [-4, -1]];[-5, -3];0;0;3;5;2
2601;131;[[3, -1], [-5, -1, 4]];[-5, -1, -2];1;0;3;5;2
2602;131;[[3, -1], [-5, -1, 4]];[-4, 2];0;0;3;5;2
2603;131;[[3, -1], [-5, -1, 4]];[-3, -2, -5];0;1;3;5;2
2604;131;[[3, -1], [-5, -1, 4]];[-2, -1];1;0;3;5;2
2605;131;[[3, -1], [-5, -1, 4]];[1, -5];0;0;3;5;2
2606;131;[[3, -1], [-5, -1, 4]];[-1, -5];1;0;3;5;2
2607;131;[[3, -1], [-5, -1, 4]];[3, -2];0;1;3;5;2
2608;131;[[3, -1], [-5, -1, 4]];[-2, -3];0;1;3;5;2
2609;131;[[3, -1], [-5, -1, 4]];[3, 1, -4];0;1;3;5;2
2610;131;[[3, -1], [-5, -1, 4]];[-4, 1, 2];0;0;3;5;2
2611;131;[[3, -1], [-5, -1, 4]];[-2, -4];0;1;3;5;2
2612;131;[[3, -1], [-5, -1, 4]];[1, -4, -5];0;0;3;5;2
2613;131;[[3, -1], [-5, -1, 4]];[-1, 2, 4];1;0;3;5;2
2614;131;[[3, -1], [-5, -1, 4]];[1, -3, -5];0;0;3;5;2
2615;131;[[3, -1], [-5, -1, 4]];[3, 1, 2];0;1;3;5;2
2616;131;[[3, -1], [-5, -1, 4]];[-1, -5, -3];1;0;3;5;2
2617;131;[[3, -1], [-5, -1, 4]];[-1, 2];1;0;3;5;2
2618;131;[[3, -1], [-5, -1, 4]];[4, 2];0;1;3;5;2
2619;131;[[3, -1], [-5, -1, 4]];[4, 2, -1];1;0;3;5;2
2620;131;[[3, -1], [-5, -1, 4]];[-4, -2];0;1;3;5;2
2621;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[1, 2, -3];0;0;3;5;3
2622;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[-1, 2, 3];0;1;3;5;3
2623;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[-3, 1, -4];0;0;3;5;3
2624;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[1, -4];0;0;3;5;3
2625;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[-2, 3, 4];0;1;3;5;3
2626;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[-5, -3, -4];1;0;3;5;3
2627;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[2, 4];0;1;3;5;3
2628;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[-3, -4, 1];0;0;3;5;3
2629;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[-1, 4];0;1;3;5;3
2630;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[3, 2];0;1;3;5;3
2631;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[-5, -4];1;0;3;5;3
2632;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[-2, -3, 4];0;1;3;5;3
2633;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[1, -5, -4];1;0;3;5;3
2634;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[3, -4, -2];0;1;3;5;3
2635;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[2, -5];1;0;3;5;3
2636;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[3, 4];0;1;3;5;3
2637;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[4, -5];1;0;3;5;3
2638;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[-4, -3];0;0;3;5;3
2639;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[3, -5, -2];1;0;3;5;3
2640;132;[[-2, 3, -5], [3, 2, -4], [-4, -5]];[-5, 2];1;0;3;5;3
2641;133;[[-3, -2, 1], [-4, 2], [-4]];[-5, 1, -2];0;0;3;5;3
2642;133;[[-3, -2, 1], [-4, 2], [-4]];[-2, -1, -5];0;1;3;5;3
2643;133;[[-3, -2, 1], [-4, 2], [-4]];[-1, -2];0;1;3;5;3
2644;133;[[-3, -2, 1], [-4, 2], [-4]];[1, -4, -5];1;0;3;5;3
2645;133;[[-3, -2, 1], [-4, 2], [-4]];[-3, 2];0;1;3;5;3
2646;133;[[-3, -2, 1], [-4, 2], [-4]];[1, -2];1;0;3;5;3
2647;133;[[-3, -2, 1], [-4, 2], [-4]];[3, -1, -5];0;1;3;5;3
2648;133;[[-3, -2, 1], [-4, 2], [-4]];[4, -3];1;0;3;5;3
2649;133;[[-3, -2, 1], [-4, 2], [-4]];[-2, 1];1;0;3;5;3
2650;133;[[-3, -2, 1], [-4, 2], [-4]];[-2, 4, 3];0;1;3;5;3
2651;133;[[-3, -2, 1], [-4, 2], [-4]];[1, -2, -4];1;0;3;5;3
2652;133;[[-3, -2, 1], [-4, 2], [-4]];[1, -2, -3];1;0;3;5;3
2653;133;[[-3, -2, 1], [-4, 2], [-4]];[-2, -5, -1];0;1;3;5;3
2654;133;[[-3, -2, 1], [-4, 2], [-4]];[-4, 1];1;0;3;5;3
2655;133;[[-3, -2, 1], [-4, 2], [-4]];[-4, -1, -5];1;0;3;5;3
2656;133;[[-3, -2, 1], [-4, 2], [-4]];[2, 1];0;1;3;5;3
2657;133;[[-3, -2, 1], [-4, 2], [-4]];[1, -4, 2];1;0;3;5;3
2658;133;[[-3, -2, 1], [-4, 2], [-4]];[-4, -5];1;0;3;5;3
2659;133;[[-3, -2, 1], [-4, 2], [-4]];[-1, -4, -5];1;0;3;5;3
2660;133;[[-3, -2, 1], [-4, 2], [-4]];[1, -3, -2];1;0;3;5;3
2661;134;[[2, -5, -3], [1], [2]];[4, 2];1;0;3;5;3
2662;134;[[2, -5, -3], [1], [2]];[-3, 2];1;0;3;5;3
2663;134;[[2, -5, -3], [1], [2]];[-4, -2];0;0;3;5;3
2664;134;[[2, -5, -3], [1], [2]];[3, 4];0;1;3;5;3
2665;134;[[2, -5, -3], [1], [2]];[-1, -5, 2];1;0;3;5;3
2666;134;[[2, -5, -3], [1], [2]];[3, 2];1;0;3;5;3
2667;134;[[2, -5, -3], [1], [2]];[-2, 3];0;0;3;5;3
2668;134;[[2, -5, -3], [1], [2]];[-4, -3, -1];0;1;3;5;3
2669;134;[[2, -5, -3], [1], [2]];[-4, -3];0;1;3;5;3
2670;134;[[2, -5, -3], [1], [2]];[2, -5];1;0;3;5;3
2671;134;[[2, -5, -3], [1], [2]];[4, 3, 1];1;0;3;5;3
2672;134;[[2, -5, -3], [1], [2]];[-1, 2, -3];1;0;3;5;3
2673;134;[[2, -5, -3], [1], [2]];[1, 4, -5];1;0;3;5;3
2674;134;[[2, -5, -3], [1], [2]];[3, -2, 4];0;1;3;5;3
2675;134;[[2, -5, -3], [1], [2]];[-2, 1, -3];1;0;3;5;3
2676;134;[[2, -5, -3], [1], [2]];[3, -5];0;0;3;5;3
2677;134;[[2, -5, -3], [1], [2]];[-2, -5];0;0;3;5;3
2678;134;[[2, -5, -3], [1], [2]];[1, -2, 3];1;0;3;5;3
2679;134;[[2, -5, -3], [1], [2]];[1, -5];1;0;3;5;3
2680;134;[[2, -5, -3], [1], [2]];[1, -4, 3];1;0;3;5;3
2681;135;[[1, 4], [-4], [1, -5, 4]];[3, 4];0;0;3;5;3
2682;135;[[1, 4], [-4], [1, -5, 4]];[-2, -1, -5];0;0;3;5;3
2683;135;[[1, 4], [-4], [1, -5, 4]];[1, 2];1;0;3;5;3
2684;135;[[1, 4], [-4], [1, -5, 4]];[4, -1, 2];0;1;3;5;3
2685;135;[[1, 4], [-4], [1, -5, 4]];[-2, -1];0;0;3;5;3
2686;135;[[1, 4], [-4], [1, -5, 4]];[3, 2, -1];0;1;3;5;3
2687;135;[[1, 4], [-4], [1, -5, 4]];[-5, -1];0;0;3;5;3
2688;135;[[1, 4], [-4], [1, -5, 4]];[-3, -4];1;0;3;5;3
2689;135;[[1, 4], [-4], [1, -5, 4]];[-5, -3, -2];0;1;3;5;3
2690;135;[[1, 4], [-4], [1, -5, 4]];[-2, 4];0;0;3;5;3
2691;135;[[1, 4], [-4], [1, -5, 4]];[3, -1];0;0;3;5;3
2692;135;[[1, 4], [-4], [1, -5, 4]];[-1, -5, -4];1;0;3;5;3
2693;135;[[1, 4], [-4], [1, -5, 4]];[3, 1, -4];1;0;3;5;3
2694;135;[[1, 4], [-4], [1, -5, 4]];[-5, -2];0;0;3;5;3
2695;135;[[1, 4], [-4], [1, -5, 4]];[3, -2, 4];0;0;3;5;3
2696;135;[[1, 4], [-4], [1, -5, 4]];[-1, 2, -4];1;0;3;5;3
2697;135;[[1, 4], [-4], [1, -5, 4]];[-3, -5, 1];1;0;3;5;3
2698;135;[[1, 4], [-4], [1, -5, 4]];[4, -2, -5];0;0;3;5;3
2699;135;[[1, 4], [-4], [1, -5, 4]];[-4, -1, 3];1;0;3;5;3
2700;135;[[1, 4], [-4], [1, -5, 4]];[3, 1, 2];1;0;3;5;3
2701;136;[[-1, 2], [-3, 1, -4], [4, -3]];[-2, 3, -4];0;0;3;5;3
2702;136;[[-1, 2], [-3, 1, -4], [4, -3]];[-4, 2, -3];1;0;3;5;3
2703;136;[[-1, 2], [-3, 1, -4], [4, -3]];[-3, 1, -2];1;0;3;5;3
2704;136;[[-1, 2], [-3, 1, -4], [4, -3]];[-4, 2, 3];0;1;3;5;3
2705;136;[[-1, 2], [-3, 1, -4], [4, -3]];[-4, -3, -5];1;0;3;5;3
2706;136;[[-1, 2], [-3, 1, -4], [4, -3]];[2, -1];1;0;3;5;3
2707;136;[[-1, 2], [-3, 1, -4], [4, -3]];[-5, -4];0;0;3;5;3
2708;136;[[-1, 2], [-3, 1, -4], [4, -3]];[-3, 1];1;0;3;5;3
2709;136;[[-1, 2], [-3, 1, -4], [4, -3]];[-3, -1];1;0;3;5;3
2710;136;[[-1, 2], [-3, 1, -4], [4, -3]];[3, -2];0;0;3;5;3
2711;136;[[-1, 2], [-3, 1, -4], [4, -3]];[1, -3];1;0;3;5;3
2712;136;[[-1, 2], [-3, 1, -4], [4, -3]];[-2, -5, 1];0;0;3;5;3
2713;136;[[-1, 2], [-3, 1, -4], [4, -3]];[4, -3];1;0;3;5;3
2714;136;[[-1, 2], [-3, 1, -4], [4, -3]];[-4, -2];0;0;3;5;3
2715;136;[[-1, 2], [-3, 1, -4], [4, -3]];[3, -4];0;0;3;5;3
2716;136;[[-1, 2], [-3, 1, -4], [4, -3]];[4, -1];1;0;3;5;3
2717;136;[[-1, 2], [-3, 1, -4], [4, -3]];[-2, -3, -1];1;0;3;5;3
2718;136;[[-1, 2], [-3, 1, -4], [4, -3]];[-1, -3, -5];1;0;3;5;3
2719;136;[[-1, 2], [-3, 1, -4], [4, -3]];[-1, 2, 4];1;0;3;5;3
2720;136;[[-1, 2], [-3, 1, -4], [4, -3]];[-4, -1];1;0;3;5;3
2721;137;[[-5, -4], [4, 2], [4]];[-2, -1];0;0;3;5;3
2722;137;[[-5, -4], [4, 2], [4]];[-5, 4];1;0;3;5;3
2723;137;[[-5, -4], [4, 2], [4]];[4, -2, -3];1;0;3;5;3
2724;137;[[-5, -4], [4, 2], [4]];[3, 2, -5];1;0;3;5;3
2725;137;[[-5, -4], [4, 2], [4]];[-5, 3, 1];1;0;3;5;3
2726;137;[[-5, -4], [4, 2], [4]];[1, -3, 2];0;1;3;5;3
2727;137;[[-5, -4], [4, 2], [4]];[3, -4];0;0;3;5;3
2728;137;[[-5, -4], [4, 2], [4]];[2, -4];0;1;3;5;3
2729;137;[[-5, -4], [4, 2], [4]];[-5, -4];1;0;3;5;3
2730;137;[[-5, -4], [4, 2], [4]];[-2, 3, 1];0;1;3;5;3
2731;137;[[-5, -4], [4, 2], [4]];[-5, 2, -4];1;0;3;5;3
2732;137;[[-5, -4], [4, 2], [4]];[3, 1];0;1;3;5;3
2733;137;[[-5, -4], [4, 2], [4]];[2, -1, -4];0;1;3;5;3
2734;137;[[-5, -4], [4, 2], [4]];[4, -5, 3];1;0;3;5;3
2735;137;[[-5, -4], [4, 2], [4]];[-1, 2];0;1;3;5;3
2736;137;[[-5, -4], [4, 2], [4]];[2, 4, 3];1;0;3;5;3
2737;137;[[-5, -4], [4, 2], [4]];[1, 4, -2];1;0;3;5;3
2738;137;[[-5, -4], [4, 2], [4]];[-5, -1, 4];1;0;3;5;3
2739;137;[[-5, -4], [4, 2], [4]];[3, -2];0;0;3;5;3
2740;137;[[-5, -4], [4, 2], [4]];[4, -2];1;0;3;5;3
2741;138;[[-5], [3, 1]];[-3, -5, -4];1;0;3;5;2
2742;138;[[-5], [3, 1]];[-2, 4];0;0;3;5;2
2743;138;[[-5], [3, 1]];[4, -3, -2];0;0;3;5;2
2744;138;[[-5], [3, 1]];[-4, -3, 2];0;1;3;5;2
2745;138;[[-5], [3, 1]];[3, 1, -2];1;0;3;5;2
2746;138;[[-5], [3, 1]];[-5, -2, -4];1;0;3;5;2
2747;138;[[-5], [3, 1]];[-2, -3];0;0;3;5;2
2748;138;[[-5], [3, 1]];[-3, -1, 4];0;0;3;5;2
2749;138;[[-5], [3, 1]];[1, 2, -5];1;0;3;5;2
2750;138;[[-5], [3, 1]];[2, -1, -4];0;1;3;5;2
2751;138;[[-5], [3, 1]];[4, 2];0;1;3;5;2
2752;138;[[-5], [3, 1]];[-4, 1];0;1;3;5;2
2753;138;[[-5], [3, 1]];[-5, 1];1;0;3;5;2
2754;138;[[-5], [3, 1]];[-5, -3, -2];1;0;3;5;2
2755;138;[[-5], [3, 1]];[-1, -4, 3];1;0;3;5;2
2756;138;[[-5], [3, 1]];[-5, 2, -1];1;0;3;5;2
2757;138;[[-5], [3, 1]];[-1, 4, 3];1;0;3;5;2
2758;138;[[-5], [3, 1]];[-1, -5];1;0;3;5;2
2759;138;[[-5], [3, 1]];[-5, -1];1;0;3;5;2
2760;138;[[-5], [3, 1]];[-3, -4, -2];0;1;3;5;2
2761;139;[[-4, -3], [-2]];[3, 2];0;0;3;5;2
2762;139;[[-4, -3], [-2]];[-4, 3];1;0;3;5;2
2763;139;[[-4, -3], [-2]];[-2, -5, -1];1;0;3;5;2
2764;139;[[-4, -3], [-2]];[-2, -3];1;0;3;5;2
2765;139;[[-4, -3], [-2]];[-1, 4, 3];0;0;3;5;2
2766;139;[[-4, -3], [-2]];[-1, -5, -4];1;0;3;5;2
2767;139;[[-4, -3], [-2]];[-5, -2];1;0;3;5;2
2768;139;[[-4, -3], [-2]];[1, -3, 2];0;1;3;5;2
2769;139;[[-4, -3], [-2]];[-5, 3, -4];1;0;3;5;2
2770;139;[[-4, -3], [-2]];[-2, 4];1;0;3;5;2
2771;139;[[-4, -3], [-2]];[-2, -1, -4];1;0;3;5;2
2772;139;[[-4, -3], [-2]];[-5, 2, 1];0;1;3;5;2
2773;139;[[-4, -3], [-2]];[-5, 1, 3];0;1;3;5;2
2774;139;[[-4, -3], [-2]];[-3, -1];0;1;3;5;2
2775;139;[[-4, -3], [-2]];[3, -1, 2];0;0;3;5;2
2776;139;[[-4, -3], [-2]];[1, -4, -5];1;0;3;5;2
2777;139;[[-4, -3], [-2]];[1, 3];0;1;3;5;2
2778;139;[[-4, -3], [-2]];[-1, 4, -2];1;0;3;5;2
2779;139;[[-4, -3], [-2]];[2, -3, 4];0;1;3;5;2
2780;139;[[-4, -3], [-2]];[-4, 2, 3];1;0;3;5;2
2781;140;[[2, -4, -5], [1, 4, -3]];[-2, 1, -5];0;0;3;5;2
2782;140;[[2, -4, -5], [1, 4, -3]];[2, -5];0;1;3;5;2
2783;140;[[2, -4, -5], [1, 4, -3]];[2, -4];0;1;3;5;2
2784;140;[[2, -4, -5], [1, 4, -3]];[1, 3, 4];0;0;3;5;2
2785;140;[[2, -4, -5], [1, 4, -3]];[-1, 2, 3];0;1;3;5;2
2786;140;[[2, -4, -5], [1, 4, -3]];[3, -1];0;1;3;5;2
2787;140;[[2, -4, -5], [1, 4, -3]];[-4, 2];0;1;3;5;2
2788;140;[[2, -4, -5], [1, 4, -3]];[-1, -5, 2];0;1;3;5;2
2789;140;[[2, -4, -5], [1, 4, -3]];[3, -1, -4];0;1;3;5;2
2790;140;[[2, -4, -5], [1, 4, -3]];[1, -5, 3];0;0;3;5;2
2791;140;[[2, -4, -5], [1, 4, -3]];[-5, -4];0;1;3;5;2
2792;140;[[2, -4, -5], [1, 4, -3]];[-1, 3, -2];0;1;3;5;2
2793;140;[[2, -4, -5], [1, 4, -3]];[-4, -1, -5];0;1;3;5;2
2794;140;[[2, -4, -5], [1, 4, -3]];[-5, -1, -3];1;0;3;5;2
2795;140;[[2, -4, -5], [1, 4, -3]];[4, -1, -5];0;1;3;5;2
2796;140;[[2, -4, -5], [1, 4, -3]];[1, -4, -3];1;0;3;5;2
2797;140;[[2, -4, -5], [1, 4, -3]];[-5, 1];0;0;3;5;2
2798;140;[[2, -4, -5], [1, 4, -3]];[-5, 3, 4];0;0;3;5;2
2799;140;[[2, -4, -5], [1, 4, -3]];[4, -1];0;1;3;5;2
2800;140;[[2, -4, -5], [1, 4, -3]];[1, 2];0;1;3;5;2
2801;141;[[2, -3], [-1, 3], [2, -1, 3]];[-5, 2, -1];1;0;3;5;3
2802;141;[[2, -3], [-1, 3], [2, -1, 3]];[-5, 1, 4];0;0;3;5;3
2803;141;[[2, -3], [-1, 3], [2, -1, 3]];[-4, -3];0;1;3;5;3
2804;141;[[2, -3], [-1, 3], [2, -1, 3]];[1, -3, 2];1;0;3;5;3
2805;141;[[2, -3], [-1, 3], [2, -1, 3]];[-3, 2, -1];1;0;3;5;3
2806;141;[[2, -3], [-1, 3], [2, -1, 3]];[2, -1, -5];1;0;3;5;3
2807;141;[[2, -3], [-1, 3], [2, -1, 3]];[-5, -4, -3];0;1;3;5;3
2808;141;[[2, -3], [-1, 3], [2, -1, 3]];[3, -1];1;0;3;5;3
2809;141;[[2, -3], [-1, 3], [2, -1, 3]];[-4, 1, -2];0;1;3;5;3
2810;141;[[2, -3], [-1, 3], [2, -1, 3]];[2, -1, -3];1;0;3;5;3
2811;141;[[2, -3], [-1, 3], [2, -1, 3]];[2, -5, -3];1;0;3;5;3
2812;141;[[2, -3], [-1, 3], [2, -1, 3]];[2, -5];1;0;3;5;3
2813;141;[[2, -3], [-1, 3], [2, -1, 3]];[-1, -3, -4];1;0;3;5;3
2814;141;[[2, -3], [-1, 3], [2, -1, 3]];[-1, 4, -2];1;0;3;5;3
2815;141;[[2, -3], [-1, 3], [2, -1, 3]];[-3, -4, -5];0;1;3;5;3
2816;141;[[2, -3], [-1, 3], [2, -1, 3]];[-4, 1];0;1;3;5;3
